signal,entry_price,stop_loss,take_profit,reason,timestamp,exit_price,exit_reason
Sell Entry,65602.01,65941.53695,65213.979199999994,EMA Cross,2024-09-29 23:55:00,,
Sell Exit,,,,,2024-09-30 00:25:00,65191.004799999995,Take Profit Triggered
Sell Entry,62827.85,63416.5199,62155.0844,EMA Cross,2024-10-01 13:35:00,,
Sell Exit,,,,,2024-10-01 15:05:00,62009.129199999996,Take Profit Triggered
Sell Entry,61008.0,61905.8494,59981.8864,EMA Cross,2024-10-02 12:05:00,,
Sell Exit,,,,,2024-10-02 15:45:00,61920.9834,Stop Loss Triggered
Sell Entry,60957.8,61952.385200000004,59821.1312,EMA Cross,2024-10-02 18:50:00,,
Sell Exit,,,,,2024-10-03 13:15:00,60011.30040000001,Take Profit Triggered
Sell Entry,61901.61,62604.94935,61097.793600000005,EMA Cross,2024-10-05 03:45:00,,
Sell Exit,,,,,2024-10-05 09:45:00,62313.86625,Stop Loss Triggered
Sell Entry,61954.01,62231.8785,61636.446,EMA Cross,2024-10-05 17:10:00,,
Sell Exit,,,,,2024-10-06 12:50:00,62195.220550000005,Stop Loss Triggered
Sell Entry,62760.0,63339.65495,62097.5372,EMA Cross,2024-10-07 11:05:00,,
Sell Exit,,,,,2024-10-07 13:45:00,63404.826,Stop Loss Triggered
Sell Entry,63173.99,63951.178649999994,62285.7744,EMA Cross,2024-10-07 20:15:00,,
Sell Exit,,,,,2024-10-07 23:00:00,62215.7492,Take Profit Triggered
Sell Entry,62288.01,63010.9021,61461.8476,EMA Cross,2024-10-08 15:55:00,,
Sell Exit,,,,,2024-10-09 14:00:00,61699.869600000005,Take Profit Triggered
Sell Entry,60593.95,61156.4889,59951.0484,EMA Cross,2024-10-10 14:55:00,,
Sell Exit,,,,,2024-10-10 17:50:00,59857.6516,Take Profit Triggered
Sell Entry,62660.35,63347.64185,61874.8736,EMA Cross,2024-10-12 05:35:00,,
Sell Exit,,,,,2024-10-12 11:10:00,63111.033449999995,Stop Loss Triggered
Sell Entry,62879.26,63308.7737,62388.387200000005,EMA Cross,2024-10-13 01:55:00,,
Sell Exit,,,,,2024-10-13 14:45:00,62482.91,Take Profit Triggered
Sell Entry,65539.99,66370.92885000001,64590.3456,EMA Cross,2024-10-15 03:45:00,,
Sell Exit,,,,,2024-10-15 13:40:00,66223.63765,Stop Loss Triggered
Sell Entry,67761.74,68706.42955,66682.0948,EMA Cross,2024-10-16 23:30:00,,
Sell Exit,,,,,2024-10-17 10:30:00,67092.37400000001,Take Profit Triggered
Sell Entry,66818.01,67609.51155,65913.4368,EMA Cross,2024-10-17 18:15:00,,
Sell Exit,,,,,2024-10-18 01:25:00,67614.84275,Stop Loss Triggered
Sell Entry,68416.0,69090.8959,67644.69039999999,EMA Cross,2024-10-19 02:10:00,,
Sell Exit,,,,,2024-10-19 16:25:00,68109.6732,Take Profit Triggered
Sell Entry,68159.7,68399.6243,67885.5008,EMA Cross,2024-10-20 03:20:00,,
Sell Exit,,,,,2024-10-20 06:55:00,68382.85089999999,Stop Loss Triggered
Sell Entry,68540.01,69074.37005,67929.3128,EMA Cross,2024-10-21 07:50:00,,
Sell Exit,,,,,2024-10-21 13:15:00,67795.29999999999,Take Profit Triggered
Sell Entry,67180.38,67836.5292,66430.4952,EMA Cross,2024-10-22 08:20:00,,
Sell Exit,,,,,2024-10-23 08:55:00,66570.19600000001,Take Profit Triggered
Sell Entry,67760.2,68484.1379,66932.8424,EMA Cross,2024-10-25 04:50:00,,
Sell Exit,,,,,2024-10-25 13:55:00,68342.845,Stop Loss Triggered
Sell Entry,67460.51,68168.063,66651.878,EMA Cross,2024-10-25 17:35:00,,
Sell Exit,,,,,2024-10-25 18:00:00,66597.3796,Take Profit Triggered
Sell Entry,66813.2,67430.4362,66107.78719999999,EMA Cross,2024-10-26 14:50:00,,
Sell Exit,,,,,2024-10-26 20:05:00,67191.0999,Stop Loss Triggered
Sell Entry,67088.0,67331.4831,66809.73359999999,EMA Cross,2024-10-27 10:55:00,,
Sell Exit,,,,,2024-10-27 12:20:00,67335.5669,Stop Loss Triggered
Sell Entry,67671.93,68151.7373,67123.57879999999,EMA Cross,2024-10-28 04:25:00,,
Sell Exit,,,,,2024-10-28 07:05:00,68137.18394999999,Stop Loss Triggered
Sell Entry,72234.0,73345.11595,70964.1532,EMA Cross,2024-10-30 03:55:00,,
Sell Exit,,,,,2024-10-31 13:45:00,71545.9668,Take Profit Triggered
Sell Entry,69128.58,70259.52065,67836.0764,EMA Cross,2024-11-01 18:50:00,,
Sell Exit,,,,,2024-11-02 11:20:00,69654.99085,Stop Loss Triggered
Sell Entry,69467.99,69914.37405,68957.8368,EMA Cross,2024-11-02 12:45:00,,
Sell Exit,,,,,2024-11-03 02:00:00,68937.0184,Take Profit Triggered
Sell Entry,68480.01,69286.71519999999,67558.0612,EMA Cross,2024-11-04 08:45:00,,
Sell Exit,,,,,2024-11-04 13:20:00,69262.20505,Stop Loss Triggered
Sell Entry,68616.0,69400.1085,67719.876,EMA Cross,2024-11-04 14:05:00,,
Sell Exit,,,,,2024-11-04 16:55:00,67651.796,Take Profit Triggered
Sell Entry,74740.0,76068.99165000001,73221.15239999999,EMA Cross,2024-11-07 05:00:00,,
Sell Exit,,,,,2024-11-07 15:35:00,75615.69930000001,Stop Loss Triggered
Sell Entry,75930.16,77046.46750000001,74654.38,EMA Cross,2024-11-08 04:35:00,,
Sell Exit,,,,,2024-11-08 18:35:00,76770.77845,Stop Loss Triggered
Sell Entry,76292.47,77218.16855,75234.5288,EMA Cross,2024-11-09 03:45:00,,
Sell Exit,,,,,2024-11-09 17:15:00,75813.9448,Take Profit Triggered
Sell Entry,85479.98,88110.0949,82474.1344,EMA Cross,2024-11-12 10:45:00,,
Sell Exit,,,,,2024-11-12 18:25:00,88140.97645,Stop Loss Triggered
Sell Entry,87573.6,90085.66655000001,84702.6668,EMA Cross,2024-11-13 04:15:00,,
Sell Exit,,,,,2024-11-13 13:45:00,89420.7124,Stop Loss Triggered
Sell Entry,90185.9,92833.27234999998,87160.33159999999,EMA Cross,2024-11-14 01:05:00,,
Sell Exit,,,,,2024-11-14 15:55:00,87848.3044,Take Profit Triggered
Sell Entry,91169.69,92333.56075,89839.552,EMA Cross,2024-11-16 11:55:00,,
Sell Exit,,,,,2024-11-17 01:45:00,90059.444,Take Profit Triggered
Sell Entry,90385.8,91502.37035,89109.7196,EMA Cross,2024-11-17 15:15:00,,
Sell Exit,,,,,2024-11-17 21:55:00,89176.43800000001,Take Profit Triggered
Sell Entry,89687.48,90992.53095,88195.9932,EMA Cross,2024-11-18 13:25:00,,
Sell Exit,,,,,2024-11-18 14:35:00,91052.9385,Stop Loss Triggered
Sell Entry,90314.76,92010.6087,88376.64719999999,EMA Cross,2024-11-18 19:05:00,,
Sell Exit,,,,,2024-11-19 07:35:00,91956.90715,Stop Loss Triggered
Sell Entry,92212.0,93965.0744,90208.48640000001,EMA Cross,2024-11-20 00:00:00,,
Sell Exit,,,,,2024-11-20 09:20:00,93657.7989,Stop Loss Triggered
Sell Entry,97930.1,99164.05405,96519.8668,EMA Cross,2024-11-22 13:20:00,,
Sell Exit,,,,,2024-11-22 19:05:00,99369.58805,Stop Loss Triggered
Sell Entry,98430.0,99863.7757,96791.3992,EMA Cross,2024-11-23 02:05:00,,
Sell Exit,,,,,2024-11-23 16:20:00,97718.8032,Take Profit Triggered
Sell Entry,97727.28,98452.8636,96898.0416,EMA Cross,2024-11-24 10:50:00,,
Sell Exit,,,,,2024-11-24 12:30:00,96829.72039999999,Take Profit Triggered
Sell Entry,97468.3,98611.9943,96161.2208,EMA Cross,2024-11-25 13:55:00,,
Sell Exit,,,,,2024-11-25 14:45:00,96091.3852,Take Profit Triggered
Sell Entry,95567.99,97080.39495000002,93839.5272,EMA Cross,2024-11-28 04:10:00,,
Sell Exit,,,,,2024-11-29 02:40:00,96759.98815,Stop Loss Triggered
Sell Entry,97058.05,98153.61895,95805.9712,EMA Cross,2024-11-30 00:45:00,,
Sell Exit,,,,,2024-11-30 10:45:00,96199.7012,Take Profit Triggered
Sell Entry,96400.0,96934.76114999999,95788.8444,EMA Cross,2024-11-30 23:35:00,,
Sell Exit,,,,,2024-12-01 08:25:00,97018.84865,Stop Loss Triggered
Sell Entry,96160.29,97072.4656,95117.8036,EMA Cross,2024-12-02 04:10:00,,
Sell Exit,,,,,2024-12-02 08:40:00,94998.022,Take Profit Triggered
Sell Entry,95367.99,96889.20655,93629.4568,EMA Cross,2024-12-02 18:10:00,,
Sell Exit,,,,,2024-12-03 13:45:00,94269.49160000001,Take Profit Triggered
Sell Entry,94954.22,96234.95925,93490.518,EMA Cross,2024-12-03 19:15:00,,
Sell Exit,,,,,2024-12-04 01:30:00,96356.7463,Stop Loss Triggered
Sell Entry,95700.01,96597.22379999999,94674.6228,EMA Cross,2024-12-04 13:35:00,,
Sell Exit,,,,,2024-12-04 19:50:00,96852.9142,Stop Loss Triggered
Sell Entry,100607.99,102798.5938,98104.4428,EMA Cross,2024-12-05 16:35:00,,
Sell Exit,,,,,2024-12-05 20:15:00,98177.5016,Take Profit Triggered
Sell Entry,99485.97,101168.06615,97563.5744,EMA Cross,2024-12-07 03:40:00,,
Sell Exit,,,,,2024-12-07 20:20:00,100353.00855,Stop Loss Triggered
Sell Entry,99664.22,100522.29295,98683.5652,EMA Cross,2024-12-08 05:30:00,,
Sell Exit,,,,,2024-12-08 09:55:00,98687.6712,Take Profit Triggered
Sell Entry,99590.62,100695.6946,98327.67759999998,EMA Cross,2024-12-09 02:05:00,,
Sell Exit,,,,,2024-12-09 11:35:00,98118.08439999999,Take Profit Triggered
Sell Entry,95769.83,97548.43445,93737.1392,EMA Cross,2024-12-10 16:00:00,,
Sell Exit,,,,,2024-12-11 08:10:00,97786.8625,Stop Loss Triggered
Sell Entry,100529.26,101978.13574999999,98873.402,EMA Cross,2024-12-12 06:10:00,,
Sell Exit,,,,,2024-12-12 14:55:00,101704.63595,Stop Loss Triggered
Sell Entry,99708.0,101114.89955,98100.1148,EMA Cross,2024-12-12 19:50:00,,
Sell Exit,,,,,2024-12-13 14:35:00,100621.2634,Stop Loss Triggered
Sell Entry,101383.28,102269.8594,100370.0464,EMA Cross,2024-12-14 10:20:00,,
Sell Exit,,,,,2024-12-15 01:55:00,102143.263,Stop Loss Triggered
Sell Entry,103757.99,105098.1323,102226.39880000001,EMA Cross,2024-12-16 11:55:00,,
Sell Exit,,,,,2024-12-16 14:35:00,105206.32045,Stop Loss Triggered
Sell Entry,106669.07,108030.34180000001,105113.3308,EMA Cross,2024-12-17 19:25:00,,
Sell Exit,,,,,2024-12-18 03:40:00,104736.9832,Take Profit Triggered
Sell Entry,104140.02,105600.51295,102470.8852,EMA Cross,2024-12-18 14:30:00,,
Sell Exit,,,,,2024-12-18 20:05:00,102186.8264,Take Profit Triggered
Sell Entry,100679.86,102361.7423,98757.7088,EMA Cross,2024-12-19 15:55:00,,
Sell Exit,,,,,2024-12-19 17:45:00,98719.79759999999,Take Profit Triggered
Sell Entry,96655.49,97956.18625000001,95168.98,EMA Cross,2024-12-21 13:25:00,,
Sell Exit,,,,,2024-12-22 14:55:00,95338.50600000001,Take Profit Triggered
